#######################################
#
# V-band photometry of SN II 2017eaw
#
#######################################
#
# Buta & Keel 2019, MNRAS, 487, 832
#
# JD           mag    error   Telescope
 2457905.524   13.02  0.01    pt5m    
 2457908.515   13.01  0.01    pt5m    
 2457909.548   13.03  0.01    pt5m    
 2457910.515   13.04  0.01    pt5m    
 2457912.555   13.06  0.01    pt5m    
 2457922.484   13.36  0.02    pt5m
 2457933.465   13.23  0.01    pt5m    
 2457935.650   13.23  0.01    pt5m    
 2457936.442   13.27  0.01    pt5m    
 2457937.456   13.23  0.01    pt5m    
 2457941.426   13.25  0.01    pt5m    
 2457942.423   13.23  0.01    pt5m    
 2457943.427   13.24  0.01    pt5m    
 2457945.485   13.26  0.01    pt5m    
 2457946.463   13.25  0.01    pt5m    
 2457947.447   13.26  0.01    pt5m    
 2457948.447   13.26  0.01    pt5m    
 2457949.447   13.28  0.01    pt5m    
 2457950.476   13.28  0.01    pt5m    
 2457951.504   13.29  0.01    pt5m    
 2457952.448   13.27  0.01    pt5m    
 2457958.418   13.31  0.01    pt5m    
 2457959.418   13.32  0.01    pt5m    
 2457960.418   13.31  0.01    pt5m    
 2457961.416   13.33  0.01    pt5m    
 2457962.417   13.32  0.01    pt5m    
 2457963.416   13.34  0.01    pt5m    
 2457964.423   13.32  0.01    pt5m    
 2457965.415   13.34  0.01    pt5m    
 2457966.453   13.35  0.01    pt5m    
 2457967.413   13.37  0.01    pt5m    
 2457968.412   13.38  0.01    pt5m    
 2457969.463   13.38  0.01    pt5m    
 2457970.411   13.39  0.01    pt5m    
 2457971.411   13.39  0.01    pt5m    
 2457972.410   13.38  0.01    pt5m    
 2457973.409   13.45  0.02    pt5m    
 2457974.408   13.44  0.01    pt5m    
 2457978.527   13.46  0.01    pt5m    
 2457979.405   13.50  0.01    pt5m    
 2457980.404   13.53  0.01    pt5m    
 2457985.400   13.61  0.01    pt5m    
 2457986.399   13.65  0.01    pt5m    
 2457987.398   13.66  0.02    pt5m    
 2457989.396   13.76  0.01    pt5m    
 2457990.396   13.79  0.01    pt5m    
 2457992.394   13.87  0.01    pt5m    
 2457993.393   13.86  0.01    pt5m     
 2457994.393   13.92  0.01    pt5m   
 2457995.392   14.00  0.01    pt5m    
 2457999.388   14.23  0.01    pt5m    
 2458000.409   14.35  0.01    pt5m      
 2458001.386   14.42  0.01    pt5m    
 2458004.384   14.72  0.02    pt5m    
 2458005.383   14.85  0.02    pt5m    
 2458006.382   15.01  0.02    pt5m    
 2458007.381   15.14  0.02    pt5m    
 2458008.380   15.25  0.02    pt5m    
 2458009.457   15.43  0.04    pt5m    
 2458010.378   15.47  0.03    pt5m    
 2458011.377   15.53  0.05    pt5m    
 2458012.378   15.45  0.13    pt5m    
 2458013.376   15.59  0.04    pt5m    
 2458015.374   15.63  0.04    pt5m    
 2458032.360   15.84  0.03    pt5m    
 2458034.444   15.88  0.04    pt5m    
 2458035.385   15.93  0.03    pt5m    
 2458037.356   15.92  0.03    pt5m    
 2458038.355   15.93  0.04    pt5m    
 2458044.387   15.96  0.06    pt5m    
 2458045.461   15.93  0.06    pt5m    
 2458053.437   16.06  0.03    pt5m     
 2458059.471   16.31  0.07    pt5m   
 2457891.965   12.87  0.01    Nickel  
 2457896.953   12.84  0.01    Nickel  
 2457898.957   12.92  0.01    Nickel  
 2457903.871   12.99  0.01    Nickel  
 2457910.832   13.01  0.01    Nickel  
 2457924.883   13.15  0.02    Nickel  
 2457925.898   13.17  0.01    Nickel  
 2457928.891   13.13  0.01    Nickel   
 2457933.863   13.21  0.01    Nickel  
 2457941.762   13.21  0.01    Nickel  
 2457947.856   13.17  0.02    Nickel  
 2457956.824   13.28  0.01    Nickel  
 2457959.836   13.29  0.01    Nickel  
 2457966.828   13.33  0.01    Nickel  
 2457971.887   13.41  0.02    Nickel  
 2457979.949   13.47  0.01    Nickel  
 2457983.859   13.55  0.01    Nickel  
 2457994.781   13.96  0.01    Nickel  
 2457997.852   14.13  0.01    Nickel   
 2457998.797   14.22  0.04    Nickel  
 2458009.801   15.38  0.01    Nickel  
 2458016.824   15.68  0.01    Nickel  
 2458022.836   15.73  0.01    Nickel  
 2458027.766   15.78  0.03    Nickel  
 2458033.770   15.87  0.01    Nickel  
 2458036.805   15.86  0.01    Nickel  
 2458052.738   16.05  0.01    Nickel  
 2458054.738   16.09  0.01    Nickel  
 2458087.633   16.37  0.01    Nickel  
 2458089.641   16.42  0.01    Nickel  
 2458097.645   16.48  0.01    Nickel  
 2457889.934   12.99  0.02    KAIT    
 2457892.004   12.92  0.03    KAIT    
 2457897.598   12.92  0.01    KAIT    
 2457898.000   12.98  0.05    KAIT    
 2457899.000   13.02  0.04    KAIT    
 2457907.519   13.03  0.01    KAIT    
 2457911.530   13.07  0.01    KAIT    
 2457917.996   13.14  0.03    KAIT    
 2457919.981   13.17  0.02    KAIT    
 2457920.996   13.16  0.02    KAIT    
 2457921.996   13.20  0.03    KAIT    
 2457922.996   13.22  0.03    KAIT    
 2457923.977   13.21  0.01    KAIT    
 2457924.977   13.20  0.02    KAIT    
 2457925.965   13.18  0.02    KAIT    
 2457926.984   13.17  0.05    KAIT    
 2457927.977   13.22  0.02    KAIT    
 2457929.992   13.26  0.03    KAIT    
 2457930.973   13.25  0.02    KAIT    
 2457931.949   13.24  0.02    KAIT     
 2457933.965   13.23  0.02    KAIT    
 2457934.949   13.23  0.01    KAIT    
 2457936.969   13.25  0.02    KAIT    
 2457937.965   13.29  0.02    KAIT    
 2457938.455   13.24  0.01    KAIT    
 2457939.961   13.28  0.02    KAIT    
 2457940.428   13.23  0.01    KAIT    
 2457940.953   13.26  0.02    KAIT    
 2457941.949   13.27  0.02    KAIT    
 2457942.953   13.29  0.04    KAIT    
 2457943.938   13.26  0.02    KAIT    
 2457944.945   13.27  0.02    KAIT    
 2457945.938   13.28  0.02    KAIT    
 2457946.957   13.25  0.02    KAIT    
 2457947.965   13.29  0.02    KAIT    
 2457948.957   13.29  0.02    KAIT    
 2457949.934   13.28  0.02    KAIT    
 2457950.938   13.29  0.02    KAIT    
 2457951.930   13.27  0.02    KAIT    
 2457952.941   13.28  0.02    KAIT    
 2457953.448   13.28  0.01    KAIT    
 2457953.922   13.29  0.02    KAIT    
 2457954.938   13.30  0.01    KAIT    
 2457955.926   13.29  0.01    KAIT    
 2457956.914   13.30  0.01    KAIT    
 2457957.895   13.32  0.02    KAIT    
 2457958.926   13.31  0.01    KAIT    
 2457959.922   13.32  0.02    KAIT    
 2457961.918   13.35  0.02    KAIT    
 2457962.918   13.33  0.02    KAIT    
 2457963.891   13.33  0.02    KAIT    
 2457964.898   13.34  0.02    KAIT    
 2457966.906   13.38  0.02    KAIT    
 2457967.922   13.36  0.02    KAIT    
 2457970.895   13.41  0.03    KAIT    
 2457972.879   13.44  0.03    KAIT    
 2457973.867   13.44  0.02    KAIT    
 2457974.891   13.42  0.03    KAIT    
 2457975.887   13.42  0.01    KAIT    
 2457975.895   13.44  0.02    KAIT    
 2457976.891   13.44  0.02    KAIT    
 2457977.891   13.47  0.02    KAIT    
 2457978.883   13.48  0.02    KAIT    
 2457979.887   13.50  0.02    KAIT    
 2457981.875   13.53  0.02    KAIT    
 2457982.875   13.55  0.02    KAIT    
 2457983.887   13.57  0.02    KAIT    
 2457984.863   13.61  0.02    KAIT    
 2457985.856   13.64  0.02    KAIT    
 2457987.856   13.66  0.02    KAIT    
 2457988.875   13.71  0.02    KAIT    
 2457990.863   13.77  0.02    KAIT    
 2457992.828   13.86  0.02    KAIT    
 2457993.844   13.91  0.02    KAIT    
 2457994.820   13.97  0.01    KAIT    
