########################################
#
# V-band photometry of the SN II 1991al
#
########################################
#
# Galbany et al. 2016, AJ, 151, 33
#
# JD           mag    error   Telescope
 2448458.77    16.570 0.016   CTIO-0.9m
 2448459.60    16.604 0.016   CTIO-0.9m
 2448478.65    16.907 0.011   CTIO-4m  
 2448490.70    17.067 0.014   CTIO-0.9m
 2448499.56    17.195 0.030   CTIO-0.9m
 2448508.63    17.378 0.016   CTIO-0.9m

